0	154.761917	154.761917	309.523819	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.52382	309.523819	309.523819	464.285696	464.285717	464.285699	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	649.999989	602.99999	649.999992	649.999992	649.999992	649.999992	649.999989	629.999991	649.999985	649.999985	649.999985
154.761917	0	154.761932	309.523834	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523834	309.523834	464.285711	464.285732	464.285714	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	603.000005	650.000007	650.000007	650.000007	650.000007	650.000004	630.000006	650	650	650
154.761917	154.761932	0	309.523834	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523834	309.523834	464.285711	464.285732	464.285714	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	603.000005	650.000007	650.000007	650.000007	650.000007	650.000004	630.000006	650	650	650
309.523819	309.523834	309.523834	0	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523835	309.523834	309.523834	464.285711	464.285732	464.285714	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	650.000004	603.000005	650.000007	650.000007	650.000007	650.000007	650.000004	630.000006	650	650	650
309.52382	309.523835	309.523835	309.523835	0	154.761918	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523835	309.523835	464.285712	464.285733	464.285715	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	603.000006	650.000008	650.000008	650.000008	650.000008	650.000005	630.000007	650.000001	650.000001	650.000001
309.52382	309.523835	309.523835	309.523835	154.761918	0	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523835	309.523835	464.285712	464.285733	464.285715	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	603.000006	650.000008	650.000008	650.000008	650.000008	650.000005	630.000007	650.000001	650.000001	650.000001
309.52382	309.523835	309.523835	309.523835	309.523836	309.523836	0	154.761918	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523835	309.523835	464.285712	464.285733	464.285715	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	603.000006	650.000008	650.000008	650.000008	650.000008	650.000005	630.000007	650.000001	650.000001	650.000001
309.52382	309.523835	309.523835	309.523835	309.523836	309.523836	154.761918	0	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523836	309.523835	309.523835	464.285712	464.285733	464.285715	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	603.000006	650.000008	650.000008	650.000008	650.000008	650.000005	630.000007	650.000001	650.000001	650.000001
309.52382	309.523835	309.523835	309.523835	309.523836	309.523836	309.523836	309.523836	0	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	309.523835	309.523835	464.285712	464.285733	464.285715	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	603.000006	650.000008	650.000008	650.000008	650.000008	650.000005	630.000007	650.000001	650.000001	650.000001
309.52382	309.523835	309.523835	309.523835	309.523836	309.523836	309.523836	309.523836	154.761918	0	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	154.761918	309.523835	309.523835	464.285712	464.285733	464.285715	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	650.000005	603.000006	650.000008	650.000008	650.000008	650.000008	650.000005	630.000007	650.000001	650.000001	650.000001
